"Date","Station.ID","Data","ENS","Estimated","Q0","Q1","Q3","Q4"
"08/07/2022","IT0063A",NA,"11.66","15.7446017492777","8.36649138413177","12.6659151770127","19.5716204300229","29.6292045090159"
"08/07/2022","IT0187A",NA,"13.06","16.5533272322331","11.5768339693374","14.6366901652097","18.7209430113304","23.6690483065703"
"08/07/2022","IT0448A",NA,"11.82","12.5657733132379","8.71108160620278","11.077241999964","14.2543296391101","18.1261829584112"
"08/07/2022","IT0459A",NA,"12.31","21.4792523815314","14.1624172154716","18.6110826330541","24.7894382054985","32.576238635698"
"08/07/2022","IT0461A",NA,"12.96","20.0948554063811","13.1281155560173","17.3564371440624","23.2653286185238","30.7586577891052"
"08/07/2022","IT0462A",NA,"12.81","20.3549807348243","13.1496058672167","17.5133238249157","23.6577159685484","31.5085672451995"
"08/07/2022","IT0463A",NA,"12.86","19.8185183059622","13.0104848653554","17.1463311572451","22.9071551366716","30.1890107792712"
"08/07/2022","IT0469A",NA,"13.61","17.2986686380705","12.054543220139","15.2767579981666","19.5881833492209","24.8241622419862"
"08/07/2022","IT0470A",NA,"13.51","17.9185987608454","12.8432852561212","15.978378255976","20.0944161171103","24.9995367345082"
"08/07/2022","IT0499A",NA,"5.24","7.43385051118342","4.77530192999457","6.38361737205894","8.65686807365743","11.5724899143047"
"08/07/2022","IT0502A",NA,"7.82","10.3763264039033","6.85047644091322","8.99473654618406","11.9701282063696","15.7168848866208"
"08/07/2022","IT0507A",NA,"6.35","6.78920688200867","4.31455305409578","5.80851184605363","7.93548008652684","10.6832224586873"
"08/07/2022","IT0508A",NA,"6.1","5.42972054927421","3.20563033977067","4.52915975078424","6.50934541182959","9.19690111409407"
"08/07/2022","IT0524A",NA,"16.99","17.0320537360374","12.1027365835215","15.1426983199725","19.1571441454823","23.9690298524915"
"08/07/2022","IT0544A",NA,"14.69","15.7008734960835","10.2858711171226","13.5741419407512","18.1608111669985","23.9666067883785"
"08/07/2022","IT0591A",NA,"9.34","12.1418366254424","8.10884375768567","10.5669336381823","13.9514642266926","18.1806680513734"
"08/07/2022","IT0594A",NA,"18.52","17.8960662141652","12.0879452761955","15.6356318031367","20.4832903444001","26.4949235477169"
"08/07/2022","IT0611A",NA,"41.39","29.7097341856985","20.4795422921461","26.1393115231077","33.7678482696289","43.1000015915086"
"08/07/2022","IT0614A",NA,"41.35","31.6184022852065","21.8959020664506","27.8627554165302","35.8802763087832","45.6580121721017"
"08/07/2022","IT0618A",NA,"38.75","30.2453747422039","20.9676093606787","26.6626818841174","34.3094778414346","43.6283735336977"
"08/07/2022","IT0620A",NA,"41.59","30.786114423107","21.6851711263245","27.2885504707992","34.7319599216836","43.7065880527953"
"08/07/2022","IT0623A",NA,"15.7","19.0384207192198","13.1655841828817","16.7688725746135","21.6151361320947","27.5309821764919"
"08/07/2022","IT0643A",NA,"12.91","21.5044894968979","14.5043586039639","18.7789684790974","24.6255841494665","31.8830415841905"
"08/07/2022","IT0663A",NA,"10.65","12.3621190451744","7.4628416770926","10.3911280132887","14.7069680107517","20.4777206725628"
"08/07/2022","IT0692A",NA,"14.47","19.1674184758405","13.479396108835","16.9804000865745","21.6361174739615","27.2556669498858"
"08/07/2022","IT0702A",NA,"16.28","21.9549151635436","15.2367292077181","19.3614723715045","24.8957460770294","31.6352868957094"
"08/07/2022","IT0703A",NA,"6.49","8.90143748313736","5.70851162281181","7.6394822300487","10.3718533377226","13.8802536460763"
"08/07/2022","IT0705A",NA,"16.54","18.3484622643087","12.3371500370321","16.0057576477757","21.0340600472322","27.2888038529318"
