"Date","Station.ID","Data","ENS","Estimated","Q0","Q1","Q3","Q4"
"05/07/2022","IT0267A","19.46","19.51","19.478489421474","16.4830946869289","18.3907691072417","20.6305428516893","23.0182230551249"
"05/07/2022","IT0460A","10.63","28.69","37.0974597797803","26.072588983038","32.857660881382","41.8843425002361","52.784229560315"
"05/07/2022","IT0477A",NA,"15.62","15.5913287500241","12.9396741850141","14.622516961244","16.6243289603028","18.7863719530787"
"05/07/2022","IT0480A",NA,"16","14.9397924715107","12.5357269977081","14.0644670646289","15.8695952051488","17.8049026699939"
"05/07/2022","IT0505A",NA,"5.08","3.59871689061279","2.46109942439442","3.15761545787323","4.10143775629494","5.26218613129311"
"05/07/2022","IT0592A",NA,"11.85","13.7812212475749","11.5501297620268","12.9685779570058","14.6447867841988","16.4432835810222"
"05/07/2022","IT0593A",NA,"12.95","14.4113335651727","11.8430486229181","13.4700740556184","15.4183662442484","17.5365770874882"
"05/07/2022","IT0689A","12.93","13.31","15.3077874555487","12.3400862209252","14.2135804067833","16.4862300755988","18.9891993126353"
"05/07/2022","IT0694A",NA,"15.37","14.6187737927241","12.3141744960159","13.7806924355448","15.5078235874139","17.3546791359812"
"05/07/2022","IT0743A",NA,"19.68","18.2271210641813","12.5199448659524","16.0171216575523","20.7420502504376","26.53589499358"
"05/07/2022","IT0792A",NA,"31.64","23.0010506069293","16.8079903823027","20.6474149219263","25.622981425181","31.4760014129687"
"05/07/2022","IT0815A","54.1","37.1","43.356667360262","32.7333137987299","39.3594381681517","47.7598434346929","57.427751316194"
"05/07/2022","IT0846A","18.04","19.29","18.7602948263013","15.0072569760328","17.3732034310519","20.2581327828518","23.4518981404677"
"05/07/2022","IT0858A",NA,"28.83","17.412865473543","12.7122518761064","15.6259035977645","19.4041824271258","23.8516265217814"
"05/07/2022","IT0966A",NA,"10.35","13.2754491884816","6.93593765455578","10.6175120961104","16.5987615140575","25.4093332341588"
"05/07/2022","IT0977A",NA,"5.24","5.28793243320461","2.85154673440697","4.27550448908225","6.54010058685247","9.8059867231853"
"05/07/2022","IT1029A","22","22.37","20.0051726995061","13.0619694458091","17.2755376016174","23.1661059682216","30.6390959186841"
"05/07/2022","IT1076A","34.6","27.44","28.7181809975682","23.1499402465776","26.6651224338626","30.9293130700852","35.6257472384195"
"05/07/2022","IT1082A",NA,"25.96","29.0223860092576","23.3814356820806","26.9421378018565","31.2632537130113","36.024258780477"
"05/07/2022","IT1149A",NA,"25.19","22.7305604296609","12.4371776177512","18.4707929106711","27.9727232038839","41.5430568997444"
"05/07/2022","IT1178A",NA,"24.2","13.8153847857381","9.27202652143364","12.0437862676925","15.8475792027295","20.5850205817241"
"05/07/2022","IT1186A",NA,"29.51","25.6752397895129","13.1655082438914","20.402776163833","32.3102078342432","50.0715905559402"
"05/07/2022","IT1233A",NA,"22.54","18.3403972146162","13.0813889178629","16.3269638326658","20.6021262395962","25.7136434137037"
